Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Oranges,1,601.7101479,82863.60818,Social,200.5700493,No,413.1404887,Yes,Male,After_16:00,0.588439683,0.605484388,7.808213632,2.566582817,1.033947158,0.124894825,7040,41.18733832,598.532622,5328.470131,73232.3425,Yes,170685.0634,24.46492636,717702.5373,0.363015453,40438.91472,70,30-45,2,978.3922007,18,Car,Student_or_Unemployed,796.797584,2,No
Blues,4,291.7054407,57479.37701,Education,97.23514691,No,591.1378636,No,Male,After_16:00,0.945665482,0.224814783,0.073984568,3.214071298,6.101714317,1.815529787,9623,41.17527851,658.4723134,7228.323263,78213.55827,Yes,349443.9737,25.66071537,868446.0359,35.55378797,9561.908941,100,45_and_up,1,988.4003796,3,Foot_or_bicycle,Services_or_Retail,673.3230224,3,No
Greens,1,133.8061669,43784.78655,Foreign_Affairs,44.60205563,No,981.6764258,No,Female,After_16:00,0.524136212,0.380234873,6.482587219,2.51239927,5.830099587,9.609985873,5056,19.07913852,985.9530119,11788.67028,118005.8142,Yes,963688.6049,31.39988872,1946174.059,44.31895751,2043.945422,40,45_and_up,2,1473.374788,15,Public_or_other,Hightech,870.1045017,1,Yes
Pinks,7,324.4945471,69465.4127,Military,108.164849,No,642.2179971,No,Male,By_16:00,0.452015297,0.881622908,3.539825135,8.001386607,7.314168229,3.643501799,3716,74.8285986,501.1780863,7424.536144,67437.64133,Yes,412443.9558,22.38700709,503725.3267,43.35524391,11817.79942,30,45_and_up,3,872.3622617,4,Foot_or_bicycle,Public_Sector,714.1603687,0,Yes
Greens,2,537.1226645,101999.3251,Other,179.0408882,No,569.6984981,No,Male,By_16:00,0.957887685,0.091573691,6.897398955,8.177560454,2.031516097,4.143255744,3017,88.11080991,796.3705755,7289.726132,77776.76919,Yes,324556.3788,28.22003855,1269182.418,2.956824587,32244.68053,50,45_and_up,1,868.9696434,14,Motorcycle_or_truck,Services_or_Retail,190.5325511,0,Yes
Yellows,3,745.6174389,93292.79195,Environment,248.5391463,No,375.3645787,Yes,Female,After_16:00,0.347954188,0.927764217,4.113073461,9.979488214,0.701795323,9.754700426,6687,25.20801157,508.52389,4770.693567,60294.31105,Yes,140898.567,22.55047427,518153.7276,33.06738154,62030.24639,90,30-45,3,782.8427852,10,Public_or_other,Services_or_Retail,575.2696527,3,No
Greys,9,180.0000656,38118.5044,Healthcare,60.00002185,No,635.3081752,No,Female,After_16:00,0.18193877,0.702752003,9.255605119,1.352149691,4.573490932,7.471711435,7446,20.20183168,613.2234076,7579.528567,75394.59335,Yes,403616.4775,24.76334807,753406.7026,87.04430263,3670.002644,80,30-45,2,953.1814879,11,Car,Services_or_Retail,675.4992071,0,No
Browns,8,1402.380879,354402.9649,Social,467.4602929,Yes,758.1456014,No,Female,After_16:00,0.020480463,0.071750971,2.538584026,5.868595862,0.142998744,1.894189818,7357,55.85069335,375.1440175,8331.744049,56167.90913,No,574784.753,19.36863489,282811.0791,89.28727501,218996.5858,70,30-45,2,701.8770563,2,Foot_or_bicycle,Public_Sector,576.8657608,0,No
Yellows,8,219.5233249,28906.03888,Healthcare,73.17444164,No,395.0291692,Yes,Female,After_16:00,0.531123531,0.510495917,5.338053924,3.643936391,1.365415652,1.273901025,6813,60.90582951,597.2433933,5144.778478,67829.59839,Yes,156048.0445,24.43856365,713399.3416,83.21207589,5437.673351,80,30-45,2,866.9052546,19,Motorcycle_or_truck,Public_Sector,579.7665678,1,No
Blues,6,905.7972002,171811.7288,Social,301.9324001,No,569.0403838,No,Female,After_16:00,0.030376137,0.606342796,2.995416739,8.608995392,8.523410391,2.105414702,5004,33.11807599,634.9856816,6960.375201,75525.86234,Yes,323806.9584,25.19892223,807647.1644,80.29141345,91475.1066,70,45_and_up,2,955.6372667,17,Public_or_other,Public_Sector,654.4922297,0,No
Yellows,4,180.5149219,25282.42212,Social,60.17164064,No,420.1717263,Yes,Male,After_16:00,0.817769001,0.255964029,9.200080852,7.056315704,2.330688066,0.977858587,6041,38.47743252,555.5964935,5312.91025,64397.33742,Yes,176544.2796,23.57109445,618361.9119,31.1506059,3690.797978,70,45_and_up,3,820.4605079,7,Motorcycle_or_truck,Public_Sector,556.8129822,2,No
Blues,9,740.3110852,101468.9232,Social,246.7703617,No,411.1876421,Yes,Male,By_16:00,0.827053076,0.236880633,7.73056882,2.754637962,6.737005529,9.951808252,5242,39.04141281,567.7366234,5247.349667,66485.35157,Yes,169075.277,23.82722442,645682.9447,32.35475435,61152.3818,70,30-45,2,858.086764,8,Public_or_other,Hightech,612.0100775,0,No
Yellows,5,688.2432525,96047.82893,Financial,229.4144175,No,418.6651823,Yes,Female,By_16:00,0.987980439,0.06214104,5.011770355,2.315395351,0.577216658,8.895647158,6505,92.45048724,545.7878408,5278.227505,66101.15261,Yes,175280.5349,23.36210266,596863.5221,65.45272395,52870.38937,60,Below_30,1,866.1368194,11,Public_or_other,Hightech,666.1224888,6,No
Yellows,8,403.5231284,44876.28395,Environment,134.5077095,No,333.6335451,Yes,Female,After_16:00,0.71414652,0.699048012,4.491570832,0.631379457,0.651722355,3.522334972,3175,53.12272797,562.9732697,4462.28199,63600.16833,Yes,111311.3424,23.72705776,634781.8966,11.35635837,18236.83162,90,Below_30,0,820.2683514,6,Car,Industry_or_other,560.4581081,0,No
Blues,3,745.5976528,95855.73168,Financial,248.5325509,No,385.6868299,Yes,Female,After_16:00,0.866774119,0.201356489,4.64424928,2.32913686,2.902473679,7.188781684,7808,48.56668566,561.0720099,4979.012319,64717.8342,Yes,148754.3307,23.68695865,630576.4787,44.49793226,62026.96142,60,30-45,3,832.1290854,19,Foot_or_bicycle,Services_or_Retail,577.191187,3,No
Reds,8,69.74445463,8770.703376,Financial,23.24815154,No,377.2645477,Yes,Male,After_16:00,0.924206014,0.807817452,3.362934857,2.778492365,1.94547157,6.651179073,9075,73.42168244,710.5293265,5193.70413,82645.15972,Yes,142328.539,26.65575597,1010934.126,58.61037993,573.7247016,60,45_and_up,3,1098.709725,19,Motorcycle_or_truck,Services_or_Retail,843.0137519,1,No
Yellows,5,575.4947053,75953.83871,Education,191.8315684,No,395.9402476,Yes,Male,After_16:00,0.452838827,0.19868566,1.822183812,2.149833119,8.833809195,0.864687837,7094,13.67975622,570.5669655,5100.536407,67353.77667,Yes,156768.6797,23.88654361,652150.4574,12.87817389,37001.18222,100,Below_30,2,878.7007116,7,Motorcycle_or_truck,Student_or_Unemployed,651.1928357,0,No
Yellows,2,106.814671,14297.05476,Social,35.60489034,No,401.5475016,Yes,Female,After_16:00,0.027478527,0.367489371,6.449321224,1.130832417,2.34784764,8.821595451,9818,74.59468481,579.318356,5174.111728,67399.63135,Yes,161240.3961,24.06903313,672249.665,93.30935371,1313.313107,70,45_and_up,2,870.8424737,13,Foot_or_bicycle,Public_Sector,618.6024064,3,No
Yellows,10,277.1075845,34463.8464,Healthcare,92.36919482,No,373.1097414,Yes,Male,After_16:00,0.888882508,0.50134198,6.763121376,4.557281954,7.413761325,0.110319806,6810,58.33180456,554.0342013,4839.165817,65611.12425,Yes,139210.8792,23.53793112,614940.7074,30.36471237,8634.437347,80,45_and_up,2,860.8444193,15,Motorcycle_or_truck,Services_or_Retail,649.8053281,0,No
Blues,6,1001.112282,197636.8657,Social,333.7040939,No,592.2518463,No,Female,After_16:00,0.063262476,0.896488773,7.309647591,3.253759735,5.379399695,7.079317244,4535,48.5338971,630.3970706,7183.312604,75217.1916,Yes,350762.2494,25.10770939,796043.061,50.80764345,111702.1264,70,45_and_up,3,946.5204734,13,Motorcycle_or_truck,Services_or_Retail,639.8758505,0,No
Greens,4,132.0565805,37743.07615,Other,44.01886016,No,857.4296565,No,Male,After_16:00,0.084788112,0.252708065,8.284374953,6.875810225,0.418176674,1.338792499,6727,15.35811594,527.3360973,9628.96876,66981.88982,Yes,735185.6159,22.96379971,557478.44,65.0634012,1991.67891,50,Below_30,3,782.4910591,7,Car,Public_Sector,444.2912117,0,Yes
Greys,6,484.5748758,70172.96758,Healthcare,161.5249586,No,434.4403997,Yes,Male,By_16:00,0.686729776,0.205117863,0.856362435,7.145332899,5.413965797,9.36760596,7461,29.81923125,602.7704348,5549.944866,72356.85657,Yes,188738.4609,24.55138356,727837.0838,25.17055292,26261.83721,80,45_and_up,2,950.062105,5,Public_or_other,Public_Sector,728.2493475,0,No
Greys,3,325.2282325,53105.72617,Education,108.4094108,No,489.8626951,Yes,Male,After_16:00,0.808413421,0.407031272,6.001960083,6.961221343,2.550811597,2.734717603,4408,54.1535282,615.5886575,6129.804266,74386.59438,Yes,239965.46,24.81105918,759129.6027,65.63499118,11871.00977,100,30-45,0,968.4907562,6,Foot_or_bicycle,Services_or_Retail,730.9493898,1,No
Blues,3,264.7314122,50520.31724,Healthcare,88.24380408,No,572.5083791,No,Female,After_16:00,0.177617787,0.350840318,0.00332556,1.004969629,3.004617207,9.25890734,5736,43.99018465,640.3602501,7005.804291,76342.97053,Yes,327765.8442,25.30534035,821373.7694,37.12829151,7885.212762,80,30-45,3,967.9556735,5,Foot_or_bicycle,Hightech,668.7612209,0,No
Blues,9,599.1143371,125120.0303,Financial,199.704779,No,626.5249678,No,Male,After_16:00,0.756815499,0.774352233,3.522167525,1.568083698,2.088744426,5.769968554,6601,71.44532334,681.9313817,7629.112442,80661.97749,Yes,392533.5353,26.11381592,931369.3674,23.18044587,40091.70355,60,30-45,1,1012.402534,12,Motorcycle_or_truck,Student_or_Unemployed,672.0235867,1,No
Oranges,1,255.4281934,33994.51283,Healthcare,85.14273115,No,399.2650033,Yes,Male,After_16:00,0.762429373,0.252340812,2.484728259,4.324596548,9.225241267,0.40986463,8194,63.13616307,529.6329384,5051.91591,66778.55768,Yes,159412.5428,23.01375542,561022.0989,22.94958509,7344.427398,80,Below_30,1,899.6487003,2,Car,Hightech,766.1051108,2,No
Yellows,6,156.482991,29959.96677,Environment,52.160997,No,574.3748873,No,Male,After_16:00,0.22674827,0.708451728,2.244161575,2.951030268,5.98730224,0.604801518,7155,93.65571344,580.7090675,6905.167008,76354.66832,Yes,329906.5111,24.09790587,675905.7896,7.479022793,2782.930605,90,Below_30,1,1017.76195,14,Motorcycle_or_truck,Hightech,875.3726014,0,No
Reds,7,594.584364,120818.8527,Financial,198.194788,No,609.5965182,No,Female,By_16:00,0.65040507,0.138485767,7.095689857,1.42476497,3.822810287,4.340237433,5693,65.55002166,664.9706544,7425.906491,80374.71667,Yes,371607.9151,25.78702492,885722.5792,10.10704949,39489.36878,60,30-45,2,1024.953317,11,Motorcycle_or_truck,Services_or_Retail,731.0401522,0,No
Blues,2,506.587847,99643.10673,Healthcare,168.8626157,No,590.0838758,No,Female,After_16:00,0.955649411,0.51447879,3.305074007,4.848797126,2.276230752,0.930152591,4352,49.51588397,663.3908248,7227.620407,78691.08511,Yes,348198.9804,25.75637445,881452.613,94.42955216,28693.44559,80,30-45,5,994.9382437,5,Car,Hightech,677.7562276,0,No
Blues,4,137.3906608,18531.5036,Healthcare,45.79688693,No,404.6454867,Yes,Male,After_16:00,0.270493411,0.778844151,1.651582161,3.442326437,4.143741026,4.271530421,3931,30.53427495,561.9261001,5170.307067,65068.70934,Yes,163737.9699,23.70498049,632511.9924,32.01865035,2153.151739,80,Below_30,1,833.9295182,11,Foot_or_bicycle,Public_Sector,575.4629589,0,No
Purples,6,1299.36753,145749.7808,Social,433.1225099,Yes,336.509365,Yes,Female,After_16:00,0.322885668,0.777854919,0.713930845,1.415515719,5.3880239,8.956291601,9721,38.95656904,530.6208214,4426.335292,60951.75069,No,113238.5527,23.0352083,564019.1356,6.442254619,188038.2311,70,45_and_up,2,789.0667578,3,Public_or_other,Hightech,555.7141643,0,Yes
Yellows,2,560.345612,81110.70666,Environment,186.7818707,No,434.253637,Yes,Female,By_16:00,0.244339728,0.069275156,2.638728095,2.705596895,3.68431845,4.271891103,9638,21.40807265,587.9383598,5518.41309,68717.23805,Yes,188576.2212,24.24744027,691343.0298,23.79319612,35084.24908,90,30-45,2,883.4363536,8,Public_or_other,Public_Sector,621.7329322,1,No
Pinks,6,53.33967147,10913.31588,Military,17.77989049,No,613.801074,No,Female,After_16:00,0.567309624,0.473665782,1.268587613,4.35033889,0.2253718,3.889149353,8402,52.97797106,569.1898672,7276.390474,69239.75905,Yes,376751.7584,23.85770038,649154.9654,74.39559244,343.9043963,30,Below_30,5,862.1281925,1,Motorcycle_or_truck,Services_or_Retail,576.9544092,0,Yes
Yellows,7,335.7078543,45180.75637,Education,111.9026181,No,403.7506641,Yes,Female,By_16:00,0.316085714,0.567270178,1.154785864,3.47529416,1.07044799,2.83867334,9765,97.00350268,535.1142115,5107.735064,63665.95909,Yes,163014.5988,23.13253578,573716.5832,44.52488658,12644.09855,100,45_and_up,3,826.1748324,6,Foot_or_bicycle,Hightech,608.3939513,0,No
Yellows,8,823.0893574,98847.08084,Healthcare,274.3631191,No,360.2783098,Yes,Male,By_16:00,0.422172819,0.114078063,4.36862947,1.123612425,6.842568517,8.199334086,9125,30.96150577,560.2051086,4723.193316,64104.58002,Yes,129800.4605,23.66865245,628602.1292,37.63084407,75559.48426,80,45_and_up,1,826.3741693,11,Car,Hightech,572.3234812,0,No
Yellows,10,681.0088509,79731.23346,Environment,227.0029503,No,351.234349,Yes,Male,After_16:00,0.324839566,0.558819158,5.730534561,9.074747041,8.184936331,3.214226337,4439,81.61720783,578.7661048,4669.875699,66263.88873,Yes,123365.5679,24.05755816,670909.9736,66.86272395,51767.34239,90,45_and_up,0,860.1785034,13,Public_or_other,Services_or_Retail,608.3311483,0,No
Blues,2,761.5139394,113440.5877,Education,253.8379798,No,446.901554,Yes,Male,After_16:00,0.969183019,0.563477634,4.500842465,4.439221772,9.698628399,4.255719082,9801,11.44375191,589.8865226,5648.788586,68723.17542,Yes,199720.999,24.2875796,696994.9871,35.02457391,64697.55798,100,45_and_up,3,878.5212256,12,Car,Industry_or_other,605.8663996,0,No
Yellows,6,540.8330095,76170.72066,Healthcare,180.2776698,No,422.5188884,Yes,Female,After_16:00,0.427368709,0.567701601,9.025273379,3.913314622,7.644589555,6.759166648,5995,77.35823931,552.545367,5330.279618,65330.74273,Yes,178522.211,23.50628356,611651.5577,25.42308278,32690.31591,80,30-45,4,842.6795075,3,Public_or_other,Hightech,606.2735767,1,No
Browns,8,1523.160945,369769.424,Healthcare,507.7203149,Yes,728.2935372,No,Female,By_16:00,0.260964758,0.589427008,6.923792944,8.891190956,6.891813241,8.619896425,9119,56.06495824,802.1141112,8887.163594,95138.11032,No,530411.4763,28.32161915,1288320.562,11.26027817,258297.6385,80,Below_30,2,1198.818821,14,Car,Student_or_Unemployed,808.1735345,2,No
Greens,7,476.1966782,12653.82585,Foreign_Affairs,158.7322261,No,79.71806459,Yes,Male,After_16:00,0.6401557,0.793853568,6.650139634,1.347958185,2.999840244,0.147438163,9694,77.02416463,348.7220322,1494.62471,29725.65533,Yes,6354.969823,18.67410057,243324.3811,40.47195343,25364.65182,40,Below_30,3,332.0974105,15,Public_or_other,Hightech,20.5515502,0,Yes
Pinks,7,232.7575573,62222.14194,Other,77.58585243,No,801.9779379,No,Male,After_16:00,0.511811399,0.107379809,2.32816109,4.432606685,0.476110792,7.359172823,3319,87.07418891,790.9414582,9601.662296,98527.38841,Yes,643168.6129,28.12368145,1252928.691,21.93325141,6107.150349,50,30-45,1,1262.011341,8,Foot_or_bicycle,Services_or_Retail,939.93247,2,Yes
Yellows,9,995.6842967,135212.3708,Financial,331.8947656,No,407.3953096,Yes,Female,By_16:00,0.174050344,0.362822323,9.921381271,2.436726748,4.526094252,1.887107657,5534,14.08981187,592.8648595,5259.682815,68651.95422,Yes,165970.9383,24.34881639,704016.4892,72.02634746,110496.0302,60,45_and_up,2,885.1232349,2,Public_or_other,Public_Sector,621.6106608,0,No
Reds,4,410.4665501,84423.84882,Education,136.8221834,No,617.0333402,No,Male,After_16:00,0.094403246,0.52509641,1.888890299,8.881216217,7.906773109,3.232747281,7297,84.07170326,649.8770951,7470.087592,78051.56957,Yes,380730.1429,25.49268709,845984.5472,73.49692697,18867.13205,100,Below_30,1,985.1108756,4,Motorcycle_or_truck,Hightech,677.036312,0,No
Reds,10,223.1214962,31734.45278,Environment,74.37383207,No,426.6884184,Yes,Female,After_16:00,0.251282955,0.622035826,9.509561223,9.661140759,0.707362171,0.191165181,7186,1.643554424,723.7549266,5714.394037,84971.03847,Yes,182063.0064,26.90269367,1048940.682,52.14722871,5615.840729,90,Below_30,1,1124.851346,19,Car,Public_Sector,861.6061402,0,No
Browns,10,2125.248297,508487.7548,Education,708.4160991,Yes,717.781196,No,Male,By_16:00,0.767399626,0.516450589,6.177423089,1.188418162,3.804074272,5.183320928,7390,94.65693736,242.1868637,7662.185688,45079.69807,No,515209.8453,15.56235406,118623.799,14.13552316,502571.7855,100,Below_30,0,583.2782238,12,Motorcycle_or_truck,Services_or_Retail,587.0638537,0,No
Pinks,4,562.6144462,121594.733,Military,187.5381487,No,648.3733247,No,Male,After_16:00,0.796824874,0.976757842,1.273632462,8.472616435,3.512026274,2.615378723,8394,41.00438384,342.1148451,7167.962937,61100.8463,Yes,420387.9682,18.4963468,235730.8691,10.9159197,35368.09538,30,30-45,1,866.4213924,20,Foot_or_bicycle,Hightech,987.3613988,0,Yes
Reds,8,96.47775138,19848.34762,Financial,32.15925046,No,617.1893727,No,Female,By_16:00,0.943190565,0.7066361,9.843335329,3.376704981,7.769377348,8.819119718,9544,15.62666164,644.8971464,7461.688019,79188.63959,Yes,380922.7217,25.39482519,833155.5286,41.87793205,1076.376641,60,45_and_up,1,1013.966555,15,Car,Industry_or_other,743.6803713,0,No
Yellows,1,418.3819487,73171.11393,Healthcare,139.4606496,No,524.6721147,No,Male,After_16:00,0.351027156,0.731875625,9.377721893,6.922457234,9.622671076,1.40683816,9285,73.68611246,599.7196858,6446.160519,73932.88658,Yes,275280.828,24.48917487,720602.7659,72.9509074,19598.73343,80,45_and_up,0,962.5602714,10,Car,Hightech,740.6906853,1,No
Oranges,5,210.9864617,29477.21,Social,70.32882058,No,419.1341438,Yes,Male,By_16:00,0.032908693,0.475894041,3.2768904,7.994292178,1.988989427,3.781740493,7092,87.57860295,565.9625522,5323.266543,69485.11448,Yes,175673.4305,23.78996747,641799.087,91.02010343,5026.471824,70,30-45,2,922.6455778,7,Motorcycle_or_truck,Student_or_Unemployed,742.7317327,0,No
Greens,6,198.8221125,63451.93693,Foreign_Affairs,66.2740375,No,957.4177058,No,Male,By_16:00,0.625092836,0.382324301,9.123315425,7.665061639,9.358676178,8.742387989,5721,92.24559199,839.0088565,11252.19477,96660.66012,Yes,916648.6633,28.9656496,1409415.829,48.72274261,4468.522084,40,30-45,0,1139.19432,7,Car,Public_Sector,576.6891565,0,Yes
Yellows,9,651.9215285,80916.03152,Social,217.3071762,No,372.3578436,Yes,Female,By_16:00,0.067065832,0.864533725,0.355008275,2.26138178,7.553792661,2.468283568,6508,76.1633056,516.4904839,4756.559404,62151.28054,Yes,138650.3637,22.72642699,534537.7177,84.31128904,47449.71599,70,30-45,2,817.3371869,1,Foot_or_bicycle,Services_or_Retail,630.5199342,1,No
Greens,8,291.3728514,56008.78071,Foreign_Affairs,97.1242838,No,576.6712353,No,Female,By_16:00,0.044101733,0.946500933,6.383232353,5.712946577,2.345438479,5.966593805,5725,59.15061985,431.5886849,6629.889723,47121.80456,Yes,332549.7136,20.77471263,373245.618,42.38805347,9540.250787,40,45_and_up,5,506.7773479,5,Public_or_other,Public_Sector,121.3608158,0,Yes
Yellows,6,564.0425725,72596.26414,Social,188.0141908,No,386.1211955,Yes,Female,After_16:00,0.20543468,0.136774004,8.690281189,1.593424398,9.901349256,3.884017863,8945,1.81497233,539.7108608,4940.633676,63374.016,Yes,149089.5776,23.23167796,582575.6266,36.98922535,35547.35015,70,30-45,2,820.7233469,17,Public_or_other,Hightech,592.7429056,1,No
Oranges,5,680.8378314,101052.3526,Environment,226.9459438,No,445.2705827,Yes,Female,By_16:00,0.606711527,0.597455538,6.796976954,1.660449028,5.046708684,5.694313713,6871,27.32724252,600.6224313,5653.950689,73179.22343,Yes,198265.8918,24.50759946,722713.3513,62.61641497,51741.40735,90,45_and_up,2,966.8226599,14,Public_or_other,Public_Sector,763.4708271,1,No
Yellows,1,567.2137718,79493.75924,Environment,189.0712573,No,420.4433841,Yes,Female,By_16:00,0.753741935,0.221193695,6.272034547,6.200380938,4.139310685,3.597503412,9570,32.6848469,589.6608766,5383.755594,67799.32573,Yes,176772.6392,24.28293386,696416.3821,10.85770621,35947.01158,90,45_and_up,2,865.7590855,18,Motorcycle_or_truck,Student_or_Unemployed,586.0399162,0,No
Blues,9,495.0568013,98115.86406,Social,165.0189338,No,594.573373,No,Male,After_16:00,0.951197238,0.291271489,7.779200252,2.621291501,4.348434084,9.243897409,4468,89.13245304,659.1554974,7264.044725,78604.08003,Yes,353517.4958,25.67402379,870261.8996,16.59996214,27406.26744,70,Below_30,2,995.3906088,3,Car,Hightech,685.3866476,0,No
Reds,7,258.5503194,49443.29622,Social,86.18343979,No,573.6983385,No,Male,After_16:00,0.63193818,0.949743243,7.008631551,1.907513563,8.928553702,8.966331796,6642,5.12780135,668.7523612,7074.488108,78274.6479,Yes,329129.7836,25.86024673,895696.252,48.65828468,7523.768735,70,Below_30,2,985.8032036,8,Motorcycle_or_truck,Hightech,653.1124893,2,No
Yellows,6,993.6124653,131409.1263,Healthcare,331.2041551,No,396.7617082,Yes,Female,After_16:00,0.381338312,0.868889145,5.379118058,6.167393189,7.639260956,0.086632427,3701,0.21684051,542.3746754,5052.366433,64802.29044,Yes,157419.8531,23.28893891,589385.0503,32.15714369,110037.3965,80,30-45,1,846.669191,13,Motorcycle_or_truck,Industry_or_other,637.7116246,2,No
Pinks,6,885.1796889,267574.7897,Other,295.0598963,No,906.8490604,No,Male,By_16:00,0.589917519,0.583432485,9.802267291,8.39625641,8.233113906,5.346678721,5845,59.01690982,772.7542436,10613.99909,98121.0352,Yes,822375.2184,27.79845758,1196123.102,29.34362071,87365.40231,50,45_and_up,2,1240.169414,8,Foot_or_bicycle,Student_or_Unemployed,908.0113778,0,Yes
Greys,4,500.1366103,76897.22941,Social,166.7122034,No,461.2573514,Yes,Female,By_16:00,0.915138018,0.392684343,4.815985442,5.287740498,7.640871285,9.533415842,4592,55.02515791,637.5108434,5887.595201,76606.91905,Yes,212758.3443,25.24897708,814083.7855,77.88258044,27969.67098,70,Below_30,2,1006.074116,15,Foot_or_bicycle,Hightech,772.3772438,0,No
Yellows,7.333333333,313.3400575,42622.05003,Financial,104.4466858,No,408.0747004,Yes,Female,After_16:00,0.357264869,0.400927101,8.622727829,0.488366461,2.821975688,5.547966133,7705,65.17910741,593.1689794,5267.084963,69020.68367,Yes,166524.9611,24.35506065,703698.8762,62.27318062,11023.55686,60,30-45,2,892.7007562,6,Car,Public_Sector,636.0824094,3,No
Oranges,10,78.17312063,11386.56242,Financial,26.05770688,No,436.9748449,Yes,Female,By_16:00,0.642686529,0.823744506,2.631827244,6.503130903,0.448621605,1.047603458,3579,73.32766601,617.6661064,5605.080662,74985.21954,Yes,190947.0151,24.8528893,764258.6546,88.04455197,715.0617946,60,Below_30,2,994.0178207,10,Public_or_other,Hightech,788.8416809,2,No
Greys,5,175.6371358,28153.75444,Healthcare,58.54571192,No,480.884996,Yes,Female,After_16:00,0.32466842,0.04706156,9.366621377,0.042976295,5.164922581,5.890030465,8787,85.9968127,602.7497753,6014.349511,73227.41959,Yes,231250.3794,24.55096282,727837.3114,92.01845778,3496.146096,80,Below_30,0,956.4848765,16,Foot_or_bicycle,Services_or_Retail,731.8431582,0,No
Whites,7,350.1420365,101199.3137,Foreign_Affairs,116.7140122,No,867.0708153,No,Male,By_16:00,0.91139041,0.116516926,9.692931273,6.529475066,9.434139826,8.329684103,3181,47.51859508,909.4288831,10489.56592,109075.0255,Yes,751811.7987,30.1567386,1655937.141,72.51593631,13748.87465,40,30-45,2,1374.334619,15,Foot_or_bicycle,Hightech,938.2830843,1,Yes
Reds,3,189.1176903,25455.19228,Healthcare,63.03923011,No,403.7992254,Yes,Female,After_16:00,0.294319287,0.046099918,1.848109739,0.144682177,1.682759363,0.3711164,4439,84.592477,725.3045001,5488.601254,83558.3094,Yes,163053.8144,26.93147787,1053358.746,81.25499985,4046.983762,80,Below_30,2,1099.00968,4,Motorcycle_or_truck,Industry_or_other,811.7114156,0,No
Pinks,10,707.4246114,57448.67165,Military,235.8082038,No,973.0155139,No,Male,By_16:00,0.90877644,0.627890144,9.172554321,3.606011288,5.582746333,7.799023956,7294,15.36556913,771.6967086,11273.54856,96705.54321,Yes,946759.1903,27.7794296,1192815.877,13.14449939,55851.31719,30,Below_30,5,1192.449084,10,Motorcycle_or_truck,Public_Sector,801.2409905,0,Yes
Yellows,5,897.1966865,133419.2342,Social,299.0655622,No,446.1203532,Yes,Female,After_16:00,0.824132038,0.813529517,1.321070385,1.059381205,5.424301077,0.333641348,7048,98.26629087,609.3204107,5679.844354,71345.64629,Yes,199023.3696,24.68441635,743651.7144,84.61661038,89749.27604,70,45_and_up,3,919.4344795,1,Motorcycle_or_truck,Student_or_Unemployed,652.8681489,0,No
Blues,3,888.0363128,131965.8886,Healthcare,296.0121043,No,445.8124744,Yes,Female,By_16:00,0.42310901,0.060082996,3.125700478,6.867997975,3.19498383,7.5484553,5740,40.03824841,584.4055551,5626.935854,68481.07503,Yes,198748.7623,24.17448149,684130.7277,51.44046894,87929.17798,80,30-45,2,878.1509983,4,Foot_or_bicycle,Services_or_Retail,615.2095025,2,No
Greys,7,37.85899261,5763.688667,Healthcare,12.6196642,No,456.7228235,Yes,Female,After_16:00,0.346314359,0.15985217,2.92434229,7.19438809,6.301189389,6.54060964,8181,11.08952919,597.9136639,5763.055563,72184.90368,Yes,208595.7375,24.45227319,716189.4185,6.892421423,181.8755888,80,30-45,1,944.3928966,3,Car,Industry_or_other,721.1966335,0,No
Blues,3,43.85549543,8646.572779,Social,14.61849848,No,591.4815939,No,Male,After_16:00,0.36995586,0.404018784,2.523495003,9.904898184,5.394922188,7.9620378,9267,31.27487344,676.3455899,7267.507119,78782.44895,Yes,349850.4759,26.00664511,916123.8311,40.5949841,238.3189962,70,30-45,2,985.6769003,1,Car,Industry_or_other,635.63542,1,No
Yellows,2,222.1821327,26400.4465,Healthcare,74.06071089,No,356.470336,Yes,Female,By_16:00,0.992213607,0.405594917,6.805531243,9.057160753,9.914861124,2.871642965,6050,48.85122366,589.8799892,4744.463339,67162.27631,Yes,127071.1005,24.28744509,696888.138,66.30351101,5569.049608,80,45_and_up,0,868.9712295,14,Foot_or_bicycle,Services_or_Retail,604.8644113,3,No
